codigo	grupo	subgrupo	descripcion	precio	tipo_nomenclador	id_nomenclador_detalle
MPU 19	MUJER	PUERPERIO	Consulta de puerperio inmediato	15	NORMAL	8
MPU 19	MUJER	PUERPERIO	Consulta de puerperio inmediato	15	NORMAL	9
MPU 19	MUJER	PUERPERIO	Consulta de puerperio inmediato	15	NORMAL	10
MPU 19	MUJER	PUERPERIO	Consulta de puerperio inmediato	18	NORMAL	2
MPU 19	MUJER	PUERPERIO	Consulta de puerperio inmediato	18	NORMAL	3
MPU 19	MUJER	PUERPERIO	Consulta de puerperio inmediato	18	NORMAL	4
MPU 20	MUJER	PUERPERIO	Tratamiento ambulatorio de complicaciones de parto en puerperio inmediato	10	NORMAL	5
MPU 20	MUJER	PUERPERIO	Tratamiento ambulatorio de complicaciones de parto en puerperio inmediato	10	NORMAL	8
MPU 20	MUJER	PUERPERIO	Tratamiento ambulatorio de complicaciones de parto en puerperio inmediato	10	NORMAL	9
MPU 20	MUJER	PUERPERIO	Tratamiento ambulatorio de complicaciones de parto en puerperio inmediato	10	NORMAL	10
MPU 20	MUJER	PUERPERIO	Tratamiento ambulatorio de complicaciones de parto en puerperio inmediato	16	NORMAL	1
MPU 20	MUJER	PUERPERIO	Tratamiento ambulatorio de complicaciones de parto en puerperio inmediato	18	NORMAL	2
MPU 20	MUJER	PUERPERIO	Tratamiento ambulatorio de complicaciones de parto en puerperio inmediato	18	NORMAL	3
MPU 20	MUJER	PUERPERIO	Tratamiento ambulatorio de complicaciones de parto en puerperio inmediato	18	NORMAL	4
MPU 20	MUJER	PUERPERIO	Tratamiento ambulatorio de complicaciones de parto en puerperio inmediato	3	NORMAL	6
MPU 20	MUJER	PUERPERIO	Tratamiento ambulatorio de complicaciones de parto en puerperio inmediato	3	NORMAL	7
MPU 21	MUJER	PUERPERIO	Consejería puerperal en SS y R; lactancia materna y puericultura    (prevención de muerte súbita y signos de alarma)	10	NORMAL	5
MPU 21	MUJER	PUERPERIO	Consejería puerperal en SS y R; lactancia materna y puericultura    (prevención de muerte súbita y signos de alarma)	10	NORMAL	6
MPU 21	MUJER	PUERPERIO	Consejería puerperal en SS y R; lactancia materna y puericultura    (prevención de muerte súbita y signos de alarma)	10	NORMAL	7
MPU 21	MUJER	PUERPERIO	Consejería puerperal en SS y R; lactancia materna y puericultura    (prevención de muerte súbita y signos de alarma)	15	NORMAL	1
MPU 21	MUJER	PUERPERIO	Consejería puerperal en SS y R; lactancia materna y puericultura    (prevención de muerte súbita y signos de alarma)	18	NORMAL	2
MPU 21	MUJER	PUERPERIO	Consejería puerperal en SS y R; lactancia materna y puericultura    (prevención de muerte súbita y signos de alarma)	18	NORMAL	3
MPU 21	MUJER	PUERPERIO	Consejería puerperal en SS y R; lactancia materna y puericultura    (prevención de muerte súbita y signos de alarma)	18	NORMAL	4
MPU 21	MUJER	PUERPERIO	Consejería puerperal en SS y R; lactancia materna y puericultura    (prevención de muerte súbita y signos de alarma)	50	NORMAL	8
MPU 21	MUJER	PUERPERIO	Consejería puerperal en SS y R; lactancia materna y puericultura    (prevención de muerte súbita y signos de alarma)	50	NORMAL	9
MPU 21	MUJER	PUERPERIO	Consejería puerperal en SS y R; lactancia materna y puericultura    (prevención de muerte súbita y signos de alarma)	50	NORMAL	10
MPU 22	MUJER	PUERPERIO	Informe de comité de auditoria de muerte materna y/o infantil  recibido y aprobado por el Ministerio de Salud de la Provincia, según ordenamiento.	50	NORMAL	1
MPU 22	MUJER	PUERPERIO	Informe de comité de auditoria de muerte materna y/o infantil  recibido y aprobado por el Ministerio de Salud de la Provincia, según ordenamiento.	50	NORMAL	2
MPU 22	MUJER	PUERPERIO	Informe de comité de auditoria de muerte materna y/o infantil  recibido y aprobado por el Ministerio de Salud de la Provincia, según ordenamiento.	50	NORMAL	3
MPU 22	MUJER	PUERPERIO	Informe de comité de auditoria de muerte materna y/o infantil  recibido y aprobado por el Ministerio de Salud de la Provincia, según ordenamiento.	50	NORMAL	4
MPU 22	MUJER	PUERPERIO	Informe de comité de auditoria de muerte materna y/o infantil  recibido y aprobado por el Ministerio de Salud de la Provincia, según ordenamiento.	50	NORMAL	5
MPU 22	MUJER	PUERPERIO	Informe de comité de auditoria de muerte materna y/o infantil  recibido y aprobado por el Ministerio de Salud de la Provincia, según ordenamiento.	50	NORMAL	6
MPU 22	MUJER	PUERPERIO	Informe de comité de auditoria de muerte materna y/o infantil  recibido y aprobado por el Ministerio de Salud de la Provincia, según ordenamiento.	50	NORMAL	7
MPU 22	MUJER	PUERPERIO	Informe de comité de auditoria de muerte materna y/o infantil  recibido y aprobado por el Ministerio de Salud de la Provincia, según ordenamiento.	50	NORMAL	8
MPU 22	MUJER	PUERPERIO	Informe de comité de auditoria de muerte materna y/o infantil  recibido y aprobado por el Ministerio de Salud de la Provincia, según ordenamiento.	50	NORMAL	9
MPU 22	MUJER	PUERPERIO	Informe de comité de auditoria de muerte materna y/o infantil  recibido y aprobado por el Ministerio de Salud de la Provincia, según ordenamiento.	50	NORMAL	10
MPU 23	MUJER	PUERPERIO	Inmunización puerperal ( Rubéola)	2	NORMAL	1
MPU 23	MUJER	PUERPERIO	Inmunización puerperal ( Rubéola)	5	NORMAL	2
MPU 23	MUJER	PUERPERIO	Inmunización puerperal ( Rubéola)	5	NORMAL	3
MPU 23	MUJER	PUERPERIO	Inmunización puerperal ( Rubéola)	5	NORMAL	4
MPU 23	MUJER	PUERPERIO	Inmunización puerperal ( Rubéola)	5	NORMAL	5
MPU 23	MUJER	PUERPERIO	Inmunización puerperal ( Rubéola)	5	NORMAL	6
MPU 23	MUJER	PUERPERIO	Inmunización puerperal ( Rubéola)	5	NORMAL	7
MPU 23	MUJER	PUERPERIO	Inmunización puerperal ( Rubéola)	7	NORMAL	8
MPU 23	MUJER	PUERPERIO	Inmunización puerperal ( Rubéola)	7	NORMAL	9
MPU 23	MUJER	PUERPERIO	Inmunización puerperal ( Rubéola)	7	NORMAL	10
NNE 11	NIÑO	NEONATO	Detección temprana de la hipoacusia en el Recién Nacido	17	NORMAL	8
NNE 11	NIÑO	NEONATO	Detección temprana de la hipoacusia en el Recién Nacido	17	NORMAL	9
NNE 11	NIÑO	NEONATO	Detección temprana de la hipoacusia en el Recién Nacido	17	NORMAL	10
NNE 24	NIÑO	NEONATO	Pesquisa de la Retinopatía del Prematuro	15	NORMAL	6
NNE 24	NIÑO	NEONATO	Pesquisa de la Retinopatía del Prematuro	15	NORMAL	7
NNE 24	NIÑO	NEONATO	Pesquisa de la Retinopatía del Prematuro	17	NORMAL	8
NNE 24	NIÑO	NEONATO	Pesquisa de la Retinopatía del Prematuro	17	NORMAL	9
NNE 24	NIÑO	NEONATO	Pesquisa de la Retinopatía del Prematuro	17	NORMAL	10
NNE 25	NIÑO	NEONATO	Atención de RN con condición grave al nacer (tratamiento pre-referencia)	150	NORMAL	1
NNE 25	NIÑO	NEONATO	Atención de RN con condición grave al nacer (tratamiento pre-referencia)	180	NORMAL	2
NNE 25	NIÑO	NEONATO	Atención de RN con condición grave al nacer (tratamiento pre-referencia)	180	NORMAL	3
NNE 25	NIÑO	NEONATO	Atención de RN con condición grave al nacer (tratamiento pre-referencia)	180	NORMAL	4
NNE 25	NIÑO	NEONATO	Atención de RN con condición grave al nacer (tratamiento pre-referencia)	180	NORMAL	5
NNE 25	NIÑO	NEONATO	Atención de RN con condición grave al nacer (tratamiento pre-referencia)	20	NORMAL	6
NNE 25	NIÑO	NEONATO	Atención de RN con condición grave al nacer (tratamiento pre-referencia)	20	NORMAL	7
NNE 25	NIÑO	NEONATO	Atención de RN con condición grave al nacer (tratamiento pre-referencia)	50	NORMAL	8
NNE 25	NIÑO	NEONATO	Atención de RN con condición grave al nacer (tratamiento pre-referencia)	50	NORMAL	9
NNE 25	NIÑO	NEONATO	Atención de RN con condición grave al nacer (tratamiento pre-referencia)	50	NORMAL	10
NNE 26	NIÑO	NEONATO	Tratamiento inmediato de sífilis congénita en RN	10	NORMAL	8
NNE 26	NIÑO	NEONATO	Tratamiento inmediato de sífilis congénita en RN	10	NORMAL	9
NNE 26	NIÑO	NEONATO	Tratamiento inmediato de sífilis congénita en RN	10	NORMAL	10
NNE 26	NIÑO	NEONATO	Tratamiento inmediato de sífilis congénita en RN	20	NORMAL	1
NNE 26	NIÑO	NEONATO	Tratamiento inmediato de sífilis congénita en RN	30	NORMAL	2
NNE 26	NIÑO	NEONATO	Tratamiento inmediato de sífilis congénita en RN	30	NORMAL	3
NNE 26	NIÑO	NEONATO	Tratamiento inmediato de sífilis congénita en RN	30	NORMAL	4
NNE 26	NIÑO	NEONATO	Tratamiento inmediato de sífilis congénita en RN	30	NORMAL	5
NNE 26	NIÑO	NEONATO	Tratamiento inmediato de sífilis congénita en RN	5	NORMAL	6
NNE 26	NIÑO	NEONATO	Tratamiento inmediato de sífilis congénita en RN	5	NORMAL	7
NNE 27	NIÑO	NEONATO	Tratamiento inmediato de transmisión vertical de SIDA en RN	10	NORMAL	8
NNE 27	NIÑO	NEONATO	Tratamiento inmediato de transmisión vertical de SIDA en RN	10	NORMAL	9
NNE 27	NIÑO	NEONATO	Tratamiento inmediato de transmisión vertical de SIDA en RN	10	NORMAL	10
NNE 27	NIÑO	NEONATO	Tratamiento inmediato de transmisión vertical de SIDA en RN	20	NORMAL	1
NNE 27	NIÑO	NEONATO	Tratamiento inmediato de transmisión vertical de SIDA en RN	30	NORMAL	2
NNE 27	NIÑO	NEONATO	Tratamiento inmediato de transmisión vertical de SIDA en RN	30	NORMAL	3
NNE 27	NIÑO	NEONATO	Tratamiento inmediato de transmisión vertical de SIDA en RN	30	NORMAL	4
NNE 27	NIÑO	NEONATO	Tratamiento inmediato de transmisión vertical de SIDA en RN	30	NORMAL	5
NNE 27	NIÑO	NEONATO	Tratamiento inmediato de transmisión vertical de SIDA en RN	5	NORMAL	6
NNE 27	NIÑO	NEONATO	Tratamiento inmediato de transmisión vertical de SIDA en RN	5	NORMAL	7
NNE 28	NIÑO	NEONATO	Tratamiento inmediato de trastornos metabólicos (estado ácido base y electrolitos) en RN	10	NORMAL	8
NNE 28	NIÑO	NEONATO	Tratamiento inmediato de trastornos metabólicos (estado ácido base y electrolitos) en RN	10	NORMAL	9
NNE 28	NIÑO	NEONATO	Tratamiento inmediato de trastornos metabólicos (estado ácido base y electrolitos) en RN	10	NORMAL	10
NNE 28	NIÑO	NEONATO	Tratamiento inmediato de trastornos metabólicos (estado ácido base y electrolitos) en RN	20	NORMAL	1
NNE 28	NIÑO	NEONATO	Tratamiento inmediato de trastornos metabólicos (estado ácido base y electrolitos) en RN	30	NORMAL	2
NNE 28	NIÑO	NEONATO	Tratamiento inmediato de trastornos metabólicos (estado ácido base y electrolitos) en RN	30	NORMAL	3
NNE 28	NIÑO	NEONATO	Tratamiento inmediato de trastornos metabólicos (estado ácido base y electrolitos) en RN	30	NORMAL	4
NNE 28	NIÑO	NEONATO	Tratamiento inmediato de trastornos metabólicos (estado ácido base y electrolitos) en RN	30	NORMAL	5
NNE 28	NIÑO	NEONATO	Tratamiento inmediato de trastornos metabólicos (estado ácido base y electrolitos) en RN	5	NORMAL	6
NNE 28	NIÑO	NEONATO	Tratamiento inmediato de trastornos metabólicos (estado ácido base y electrolitos) en RN	5	NORMAL	7
NNE 29	NIÑO	NEONATO	Tratamiento inmediato de Chagas congénito	10	NORMAL	8
NNE 29	NIÑO	NEONATO	Tratamiento inmediato de Chagas congénito	10	NORMAL	9
NNE 29	NIÑO	NEONATO	Tratamiento inmediato de Chagas congénito	10	NORMAL	10
NNE 29	NIÑO	NEONATO	Tratamiento inmediato de Chagas congénito	20	NORMAL	1
NNE 29	NIÑO	NEONATO	Tratamiento inmediato de Chagas congénito	30	NORMAL	2
NNE 29	NIÑO	NEONATO	Tratamiento inmediato de Chagas congénito	30	NORMAL	3
NNE 29	NIÑO	NEONATO	Tratamiento inmediato de Chagas congénito	30	NORMAL	4
NNE 29	NIÑO	NEONATO	Tratamiento inmediato de Chagas congénito	30	NORMAL	5
NNE 29	NIÑO	NEONATO	Tratamiento inmediato de Chagas congénito	5	NORMAL	6
NNE 29	NIÑO	NEONATO	Tratamiento inmediato de Chagas congénito	5	NORMAL	7
NNE 30	NIÑO	NEONATO	Incubadora hasta 48 horas para recién nacido	120	NORMAL	1
NNE 30	NIÑO	NEONATO	Incubadora hasta 48 horas para recién nacido	120	NORMAL	2
NNE 30	NIÑO	NEONATO	Incubadora hasta 48 horas para recién nacido	120	NORMAL	3
NNE 30	NIÑO	NEONATO	Incubadora hasta 48 horas para recién nacido	120	NORMAL	4
NNE 30	NIÑO	NEONATO	Incubadora hasta 48 horas para recién nacido	120	NORMAL	5
NNE 30	NIÑO	NEONATO	Incubadora hasta 48 horas para recién nacido	250	NORMAL	6
NNE 30	NIÑO	NEONATO	Incubadora hasta 48 horas para recién nacido	250	NORMAL	7
NNE 30	NIÑO	NEONATO	Incubadora hasta 48 horas para recién nacido	500	NORMAL	8
NNE 30	NIÑO	NEONATO	Incubadora hasta 48 horas para recién nacido	500	NORMAL	9
NNE 30	NIÑO	NEONATO	Incubadora hasta 48 horas para recién nacido	500	NORMAL	10
NNE 31	NIÑO	NEONATO	Inmunización de recién nacido  (Incluye BCG y Hepatitis B)	2	NORMAL	1
NNE 31	NIÑO	NEONATO	Inmunización de recién nacido  (Incluye BCG y Hepatitis B)	5	NORMAL	2
NNE 31	NIÑO	NEONATO	Inmunización de recién nacido  (Incluye BCG y Hepatitis B)	5	NORMAL	3
NNE 31	NIÑO	NEONATO	Inmunización de recién nacido  (Incluye BCG y Hepatitis B)	5	NORMAL	4
NNE 31	NIÑO	NEONATO	Inmunización de recién nacido  (Incluye BCG y Hepatitis B)	5	NORMAL	5
NNE 31	NIÑO	NEONATO	Inmunización de recién nacido  (Incluye BCG y Hepatitis B)	5	NORMAL	6
NNE 31	NIÑO	NEONATO	Inmunización de recién nacido  (Incluye BCG y Hepatitis B)	5	NORMAL	7
NNE 31	NIÑO	NEONATO	Inmunización de recién nacido  (Incluye BCG y Hepatitis B)	7	NORMAL	8
NNE 31	NIÑO	NEONATO	Inmunización de recién nacido  (Incluye BCG y Hepatitis B)	7	NORMAL	9
NNE 31	NIÑO	NEONATO	Inmunización de recién nacido  (Incluye BCG y Hepatitis B)	7	NORMAL	10
NPE 32	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consulta pediátrica menores de un año	12	NORMAL	1
NPE 32	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consulta pediátrica menores de un año	15	NORMAL	5
NPE 32	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consulta pediátrica menores de un año	18	NORMAL	2
NPE 32	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consulta pediátrica menores de un año	18	NORMAL	3
NPE 32	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consulta pediátrica menores de un año	18	NORMAL	4
NPE 32	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consulta pediátrica menores de un año	30	NORMAL	6
NPE 32	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consulta pediátrica menores de un año	30	NORMAL	7
NPE 32	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consulta pediátrica menores de un año	30	NORMAL	8
NPE 32	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consulta pediátrica menores de un año	30	NORMAL	9
NPE 32	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consulta pediátrica menores de un año	30	NORMAL	10
NPE 33	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consulta pediátrica  de niños de 1 a 6 años	12	NORMAL	1
NPE 33	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consulta pediátrica  de niños de 1 a 6 años	15	NORMAL	5
NPE 33	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consulta pediátrica  de niños de 1 a 6 años	15	NORMAL	6
NPE 33	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consulta pediátrica  de niños de 1 a 6 años	15	NORMAL	7
NPE 33	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consulta pediátrica  de niños de 1 a 6 años	15	NORMAL	8
NPE 33	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consulta pediátrica  de niños de 1 a 6 años	15	NORMAL	9
NPE 33	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consulta pediátrica  de niños de 1 a 6 años	15	NORMAL	10
NPE 33	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consulta pediátrica  de niños de 1 a 6 años	18	NORMAL	2
NPE 33	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consulta pediátrica  de niños de 1 a 6 años	18	NORMAL	3
NPE 33	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consulta pediátrica  de niños de 1 a 6 años	18	NORMAL	4
NPE 34	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consulta pediátrica de menores de 6 años en emergencia hospitalaria	10	NORMAL	6
NPE 34	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consulta pediátrica de menores de 6 años en emergencia hospitalaria	10	NORMAL	7
NPE 34	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consulta pediátrica de menores de 6 años en emergencia hospitalaria	10	NORMAL	8
NPE 34	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consulta pediátrica de menores de 6 años en emergencia hospitalaria	10	NORMAL	9
NPE 34	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consulta pediátrica de menores de 6 años en emergencia hospitalaria	10	NORMAL	10
NPE 34	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consulta pediátrica de menores de 6 años en emergencia hospitalaria	15	NORMAL	5
NPE 34	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consulta pediátrica de menores de 6 años en emergencia hospitalaria	18	NORMAL	1
NPE 34	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consulta pediátrica de menores de 6 años en emergencia hospitalaria	18	NORMAL	2
NPE 34	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consulta pediátrica de menores de 6 años en emergencia hospitalaria	18	NORMAL	3
NPE 34	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consulta pediátrica de menores de 6 años en emergencia hospitalaria	18	NORMAL	4
NPE 35	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Atención ambulatoria con suplementación vitamínica a niños desnutridos menores de 6 años	10	NORMAL	5
NPE 35	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Atención ambulatoria con suplementación vitamínica a niños desnutridos menores de 6 años	18	NORMAL	1
NPE 35	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Atención ambulatoria con suplementación vitamínica a niños desnutridos menores de 6 años	25	NORMAL	2
NPE 35	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Atención ambulatoria con suplementación vitamínica a niños desnutridos menores de 6 años	25	NORMAL	3
NPE 35	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Atención ambulatoria con suplementación vitamínica a niños desnutridos menores de 6 años	25	NORMAL	4
NPE 35	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Atención ambulatoria con suplementación vitamínica a niños desnutridos menores de 6 años	3	NORMAL	6
NPE 35	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Atención ambulatoria con suplementación vitamínica a niños desnutridos menores de 6 años	3	NORMAL	7
NPE 35	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Atención ambulatoria con suplementación vitamínica a niños desnutridos menores de 6 años	5	NORMAL	8
NPE 35	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Atención ambulatoria con suplementación vitamínica a niños desnutridos menores de 6 años	5	NORMAL	9
NPE 35	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Atención ambulatoria con suplementación vitamínica a niños desnutridos menores de 6 años	5	NORMAL	10
NPE 36	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Atención ambulatoria de enfermedades diarreicas agudas en niños menores de 6 años	10	NORMAL	5
NPE 36	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Atención ambulatoria de enfermedades diarreicas agudas en niños menores de 6 años	25	NORMAL	1
NPE 36	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Atención ambulatoria de enfermedades diarreicas agudas en niños menores de 6 años	25	NORMAL	2
NPE 36	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Atención ambulatoria de enfermedades diarreicas agudas en niños menores de 6 años	25	NORMAL	3
NPE 36	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Atención ambulatoria de enfermedades diarreicas agudas en niños menores de 6 años	25	NORMAL	4
NPE 36	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Atención ambulatoria de enfermedades diarreicas agudas en niños menores de 6 años	3	NORMAL	6
NPE 36	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Atención ambulatoria de enfermedades diarreicas agudas en niños menores de 6 años	3	NORMAL	7
NPE 36	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Atención ambulatoria de enfermedades diarreicas agudas en niños menores de 6 años	5	NORMAL	8
NPE 36	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Atención ambulatoria de enfermedades diarreicas agudas en niños menores de 6 años	5	NORMAL	9
NPE 36	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Atención ambulatoria de enfermedades diarreicas agudas en niños menores de 6 años	5	NORMAL	10
NPE 37	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Atención ambulatoria de infección respiratoria aguda en niños menores de 6 años	10	NORMAL	5
NPE 37	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Atención ambulatoria de infección respiratoria aguda en niños menores de 6 años	25	NORMAL	1
NPE 37	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Atención ambulatoria de infección respiratoria aguda en niños menores de 6 años	25	NORMAL	2
NPE 37	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Atención ambulatoria de infección respiratoria aguda en niños menores de 6 años	25	NORMAL	3
NPE 37	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Atención ambulatoria de infección respiratoria aguda en niños menores de 6 años	25	NORMAL	4
NPE 37	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Atención ambulatoria de infección respiratoria aguda en niños menores de 6 años	3	NORMAL	6
NPE 37	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Atención ambulatoria de infección respiratoria aguda en niños menores de 6 años	3	NORMAL	7
NPE 37	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Atención ambulatoria de infección respiratoria aguda en niños menores de 6 años	5	NORMAL	8
NPE 37	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Atención ambulatoria de infección respiratoria aguda en niños menores de 6 años	5	NORMAL	9
NPE 37	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Atención ambulatoria de infección respiratoria aguda en niños menores de 6 años	5	NORMAL	10
NPE 38	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Interconsulta de niños con pediatras especialistas en Cardiología, nefrología, infectología y gastroenterología	10	NORMAL	5
NPE 38	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Interconsulta de niños con pediatras especialistas en Cardiología, nefrología, infectología y gastroenterología	10	NORMAL	6
NPE 38	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Interconsulta de niños con pediatras especialistas en Cardiología, nefrología, infectología y gastroenterología	10	NORMAL	7
NPE 38	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Interconsulta de niños con pediatras especialistas en Cardiología, nefrología, infectología y gastroenterología	15	NORMAL	8
NPE 38	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Interconsulta de niños con pediatras especialistas en Cardiología, nefrología, infectología y gastroenterología	15	NORMAL	9
NPE 38	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Interconsulta de niños con pediatras especialistas en Cardiología, nefrología, infectología y gastroenterología	15	NORMAL	10
NPE 38	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Interconsulta de niños con pediatras especialistas en Cardiología, nefrología, infectología y gastroenterología	18	NORMAL	1
NPE 38	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Interconsulta de niños con pediatras especialistas en Cardiología, nefrología, infectología y gastroenterología	25	NORMAL	2
NPE 38	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Interconsulta de niños con pediatras especialistas en Cardiología, nefrología, infectología y gastroenterología	25	NORMAL	3
NPE 38	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Interconsulta de niños con pediatras especialistas en Cardiología, nefrología, infectología y gastroenterología	25	NORMAL	4
NPE 39	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consulta oftalmológica en niños de 5 años	10	NORMAL	1
NPE 39	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consulta oftalmológica en niños de 5 años	10	NORMAL	5
NPE 39	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consulta oftalmológica en niños de 5 años	10	NORMAL	6
NPE 39	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consulta oftalmológica en niños de 5 años	10	NORMAL	7
NPE 39	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consulta oftalmológica en niños de 5 años	15	NORMAL	8
NPE 39	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consulta oftalmológica en niños de 5 años	15	NORMAL	9
NPE 39	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consulta oftalmológica en niños de 5 años	15	NORMAL	10
