nombre	domicilio	departamento	localidad	codpos	cuidad	referente	tel	com_gestion	com_gestion_firmante	fecha_comp_ges	fecha_fin_comp_ges	com_gestion_pago_indirecto	tercero_admin	tercero_admin_firmante	fecha_tercero_admin	fecha_fin_tercero_admin	cuie	usuario	fecha_modificacion	dni_firmante_actual	com_gestion_firmante_actual	n_2008	n_2009	id_nomenclador_detalle	id_zona_sani	mail	padre
CAPS LOPACZEK	Bº LOPACZEK LIMA S/N	070	070	3315	LEANDRO N ALEM	DARÍO MACUGLIA	                         	VERDADERO 	DARÍO MACUGLIA	2006-07-01	2011-12-31	VERDADERO 	N05170	DRA. GRACIELA MIRIM KRIEGER	2006-07-01	2009-12-31	N05277				DARÍO MACUGLIA			10	7	                                        	
CAPS SAGRADA FAMILIA		070	070	3315	LEANDRO N ALEM			FALSO     				FALSO     					N05278							10	7	                                        	
CAPS KM 38	KM. 38	070	070	3315	LEANDRO N ALEM	HUGO OZUNA	                         	VERDADERO 	HUGO OZUNA	2006-09-04	2011-12-31	VERDADERO 	N05170	DRA. GRACIELA MIRIM KRIEGER	2006-07-01	2009-12-31	N05279				HUGO OZUNA			10	7	                                        	
CAPS CAÁ POTY	CAA POTY	070	070	3315	LEANDRO N ALEM	DR. RAIMONDO FRANCISCO		FALSO     				FALSO     					N05280							10	7	                                        	
POSTA S. CAÁ GUAZÚ	CAA GUAZÚ	070	070	3315	LEANDRO N ALEM	HUGO OZUNA		VERDADERO 		2009-06-29	2011-12-31	FALSO     					N05281							10	7	                                        	
CAPS EL CHATÓN	LOTE 211	070	060	s/n	GOBERNADOR LOPEZ	ALEJANDRA SILVA	                         	VERDADERO 	ALEJANDRA SILVA	2006-07-01	2011-12-31	VERDADERO 	N05170	DRA. GRACIELA MIRIM KRIEGER	2006-07-01	2009-12-31	N05282				ALEJANDRA SILVA			10	7	                                        	
PUESTO S. GDOR. LÓPEZ	AV. ZACARIAS FRANCO S/N	070	060	s/n	GOBERNADOR LOPEZ	ALEJANDRA SILVA	03754-494060             	VERDADERO 	ALEJANDRA SILVA	2006-07-01	2011-12-31	VERDADERO 	N05170	DRA. GRACIELA MIRIM KRIEGER	2006-07-01	2009-12-31	N05283				ALEJANDRA SILVA			10	7	                                        	
CAPS ALMAFUERTE	MZ 11	070	010	3317	ALMAFUERTE	NICOLÁS SÁNCHEZ	                         	VERDADERO 	NICOLÁS SÁNCHEZ	2006-07-01	2011-12-31	VERDADERO 	N05170	DRA. GRACIELA MIRIM KRIEGER	2006-07-01	2009-12-31	N05284				NICOLÁS SÁNCHEZ			10	7	                                        	
CAPS ARROYO DEL MEDIO	LOTE 188	070	020	3313	ARROYO DEL MEDIO	ALEJANDRA LEVERBERG	                         	VERDADERO 	ALEJANDRA LEVERBERG	2006-07-01	2011-12-31	VERDADERO 	N05170	DRA. GRACIELA MIRIM KRIEGER	2006-07-01	2009-12-31	N05285				ALEJANDRA LEVERBERG			10	7	                                        	
PUESTO S. CAÁ YARI	LOTE 44 MZ 4	070	030	3315	CAA YARI	ROMINA LANA	                         	VERDADERO 	ROMINA LANA	2006-07-01	2011-12-31	VERDADERO 	N05170	DRA. GRACIELA MIRIM KRIEGER	2006-07-01	2009-12-31	N05286				ROMINA LANA			10	7	                                        	
CAPS DOS ARROYOS	AV. AGÜERO LOTE 88	070	050	3315	DOS ARROYOS	DIEGO LUNKUIST	                         	VERDADERO 	DIEGO LUNKUIST	2006-07-01	2011-12-31	VERDADERO 	N05170	DRA. GRACIELA MIRIM KRIEGER	2006-07-01	2009-12-31	N05287				DIEGO LUNKUIST			10	7	                                        	
CAPS RINCÓN LÓPEZ		070	070	3315	LEANDRO N ALEM			FALSO     				FALSO     					N05288							10	7	                                        	
CAPS OLEGARIO V. ANDRADE	SECCIÓN C LOTE 1 - CALLE BELGRANO S/N	070	080	3311	OLEGARIO ANDRADE	DIAZ NELIDA CRISTINA	03754-494728             	VERDADERO 	NÉLIDA CRISTINA DÍAZ	2006-07-01	2011-12-31	VERDADERO 	N05260	NÉLIDA CRISTINA DÍAZ	2006-07-01	2009-12-31	N05289				NÉLIDA CRISTINA DÍAZ			10	7	                                        	
CAPS TRES ESQUINAS	LAGO ARGENTINO Y LAGO DESEADO	091	080	3360	OBERA	VARAS, JORGE OMAR	                         	VERDADERO 	JORGE OMAR VARAS	2005-01-01	2011-12-31	VERDADERO 	N95728	HÉCTOR PROEZA	2008-03-26	2009-12-31	N05291				JORGE OMAR VARAS			10	9	                                        	
CAPS  VILLA BLANQUITA	MALVINAS Y FRENCH	091	080	3360	OBERA	MIRIAM BEATRÍZ READETZKI	                         	VERDADERO 	MIRIAM BEATRÍZ READETZKI	2006-07-01	2011-12-31	VERDADERO 	N95728	HÉCTOR PROEZA	2008-03-26	2009-12-31	N05292				MIRIAM BEATRÍZ READETZKI			10	9	                                        	
CAPS  YERBAL VIEJO (KM 8)	TTE. MATIENZO S/N - KM. 8	091	080	3360	OBERA	CAMOLETTO, OSCAR	                         	VERDADERO 	OSCAR CAMOLETTO	2005-01-01	2011-12-31	VERDADERO 	N95728	HÉCTOR PROEZA	2008-03-26	2009-12-31	N05293				OSCAR CAMOLETTO			10	9	                                        	
CAPS VILLA FALK	IGUAZÚ Y R. S. PEÑA	091	080	3360	OBERA	LÍA PAROLA	                         	VERDADERO 	LÍA PAROLA	2006-07-01	2011-12-31	VERDADERO 	N95728	HÉCTOR PROEZA	2008-03-26	2009-12-31	N05294				LÍA PAROLA			10	9	                                        	
CAPS PUEBLO SALTO	PUEBLO SALTO S/N	091	080	3360	OBERA	PEREYRA RICARDO	                         	VERDADERO 	RICARDO ERNESTO PEREYRA	2006-07-01	2011-12-31	VERDADERO 	N01145	RICARDO ERNESTO PEREYRA	2006-07-01	2009-12-31	N05295				RICARDO ERNESTO PEREYRA			10	9	                                        	
CAPS SAN MIGUEL	NOE Y GENESIS	091	080	3360	OBERA	MARÍA DEL CARMEN LÓPEZ	                         	VERDADERO 	MARÍA DEL CARMEN LÓPEZ	2006-07-01	2011-12-31	VERDADERO 	N95728	HÉCTOR PROEZA	2008-03-26	2009-12-31	N05296				MARÍA DEL CARMEN LÓPEZ			10	9	                                        	
CAPS. TAMANDUÁ	LOTE 38 - SEC. VI	091	080	3360	OBERA	MARIN RAUL HORACIO	03755-15416190           	VERDADERO 	RAÚL HORACIO MARÍN	2006-07-01	2011-12-31	VERDADERO 	N95728	HÉCTOR PROEZA	2008-03-26	2009-12-31	N05297				RAÚL HORACIO MARÍN			10	9	                                        	
POSTA S. GUARAYPO	PARAJE EL GUARAIPO S/N	091	080	3360	OBERA	DRA. PISCHIK, BERTA	03755-15602253           	FALSO     				FALSO     					N05298							10	9	                                        	
CAPS PICAZZA	SEC. VI S/N	091	080	3360	OBERA	JUAN ÁNGEL GONZÁLEZ		VERDADERO 	JUAN ÁNGEL GONZÁLEZ	2006-07-01	2011-12-31	VERDADERO 	N95728	HÉCTOR PROEZA	2008-03-26	2009-12-31	N05299				JUAN ÁNGEL GONZÁLEZ			10	9	                                        	
CAPS BAYO TRONCHO	BAYO TRONCHO	091	070	3361	LOS HELECHOS	DR. HÉCTOR PROEZA		FALSO     				FALSO     					N05300							10	9	                                        	
CAPS LOS HELECHOS	LOTE 9 - SEC. 13	091	070	3361	LOS HELECHOS	DR MARIN RAUL HORACIO	03755-15416190           	VERDADERO 	RAÚL HORACIO MARÍN	2006-07-01	2011-12-31	VERDADERO 	N95728	HÉCTOR PROEZA	2006-07-01	2009-12-31	N05302				RAÚL HORACIO MARÍN			10	9	                                        	
PUESTO S. JULIO MARTIN	JULIO U. MARTEN	091	030	3362	CAMPO VIERA	DR. CENTURIÓN FÉLIX		VERDADERO 	FÉLIX DANIEL CENTURIÓN	2006-07-01	2011-12-31	VERDADERO 	N95728	HÉCTOR PROEZA	2006-07-01	2009-12-31	N05303				FÉLIX DANIEL CENTURIÓN			10	9	                                        	
CAPS EL CHAPA	RUTA PROV. Nº 6 - SEC. I	091	030	3362	CAMPO VIERA	FANNY URQUIZO	                         	VERDADERO 	FANNY URQUIZO	2006-07-01	2011-12-31	VERDADERO 		DORA RÍOS	2008-07-11	2009-12-31	N05304				FANNY URQUIZO			10	9	                                        	
PUESTO DE SALUD SECCIÓN IX°		091	030	3362	CAMPO VIERA			FALSO     				FALSO     					N05305							10	9	                                        	
CAPS PANAMBÍ KM 8	RUTA PROV. 5 KM 8	091	090	3361	PANAMBI	DR. TEVELES SANTIAGO B.	                         	VERDADERO 	SANTIAGO BERNABE TEVELEZ	2006-07-01	2011-12-31	VERDADERO 	N95728	HÉCTOR PROEZA	2006-07-01	2009-12-31	N05306				SANTIAGO BERNABE TEVELEZ			10	9	                                        	
CAPS CAMPO RAMON	VALLE MARQUES DA SILVA S/N	091	020	3361	CAMPO RAMON	DRA ALICIA PISCHIK	                         	VERDADERO 	BERTA ALICIA PISCHIK	2006-07-01	2011-12-31	VERDADERO 	N95728	HÉCTOR PROEZA	2008-03-26	2009-12-31	N05307				BERTA ALICIA PISCHIK			10	9	                                        	
CAPS COLONIA PARAISO	COLONIA PARAISO AL LADO DE LA ESC 587	091	020	3361	CAMPO RAMON	DR. HÉCTOR PROEZA	                         	FALSO     				FALSO     					N05308							10	9	                                        	
PUESTO S. COLONIA ALBERDI	LOTE 51 SECC 9	091	010	3361	COLONIA ALBERDI	JUAN GONZÁLEZ	                         	VERDADERO 	JUAN ÁNGEL GONZÁLEZ	2006-07-01	2011-12-31	VERDADERO 	N95728	HÉCTOR PROEZA	2008-03-26	2009-12-31	N05310				JUAN ÁNGEL GONZÁLEZ			10	9	                                        	
CAPS GUARANI	REMEDIOS DE ESCALADA Nº 41	091	060	3361	GUARANI	LUIS ALFONSO SAK	03755-494201             	VERDADERO 	LUIS ALFONSO SAK	2006-07-01	2011-12-31	VERDADERO 	N95728	HÉCTOR PROEZA	2008-03-26	2009-12-31	N05312				LUIS ALFONSO SAK			10	9	                                        	
CAPS YAPEYÚ CENTRO	PJE. YAPEYÚ - LOTE 262 AL LADO DE LA ESC. 252	091	060	3361	GUARANI	LUIS ALFONSO SAK	03755-494205             	VERDADERO 	LUIS ALFONSO SAK	2006-07-01	2011-12-31	VERDADERO 	N95728	HÉCTOR PROEZA	2008-03-26	2009-12-31	N05313				LUIS ALFONSO SAK			10	9	                                        	
CAPS  VILLA INDUSTRIAL	PJE. VILLA INDUSTRIAL S/N	091	060	3361	GUARANI	LUIS ALFONSO SAK	03755-494205             	VERDADERO 	LUIS ALFONSO SAK	2006-07-01	2011-12-31	VERDADERO 	N95728	HÉCTOR PROEZA	2008-03-26	2009-12-31	N05314				LUIS ALFONSO SAK			10	9	                                        	
CAPS SAN MARTIN	RUTA PROVINCIAL Nº 103 Y MASINI	091	110	3360	SAN MARTIN	JUAN CARLOS IGURI	                         	VERDADERO 	JUAN CARLOS IGURI	2006-07-01	2011-12-31	VERDADERO 	N95728	HÉCTOR PROEZA	2008-03-26	2009-12-31	N05315				JUAN CARLOS IGURI			10	9	                                        	
CAPS GRAL. ALVEAR	LOTE 170 SEC. V	091	050	3361	GRAL ALVEAR	DRA URQUIZO, CERECEDA FANNY	03755-15683214           	VERDADERO 	CERECEDA FANNY URQUIZO	2006-07-01	2011-12-31	VERDADERO 	N95728	HÉCTOR PROEZA	2008-03-26	2009-12-31	N05316				CERECEDA FANNY URQUIZO			10	9	                                        	
CAPS BARRA BONITA	BARRA BONITA	119	010	3363	ALBA POSSE	JORGE OSCAR NICOLINI	                         	VERDADERO 	JORGE OSCAR NICOLINI	2006-07-01	2011-12-31	VERDADERO 	N05172	JORGE OSCAR NICOLINI	2006-07-01	2009-12-31	N05317				JORGE OSCAR NICOLINI			10	9	                                        	
CAPS. COLONIA ACARAGUA	COLONIA ACARAGUA	119	060	3363	25 DE MAYO	JORGE OSCAR NICOLINI	                         	VERDADERO 	JORGE OSCAR NICOLINI	2006-07-01	2011-12-31	VERDADERO 	N05172	JORGE OSCAR NICOLINI	2006-07-01	2009-12-31	N05318				JORGE OSCAR NICOLINI			10	7	                                        	
CAPS. SAN FRANCISCO DE ASÍS	SAN FRANCISCO DE ASÍS	119	010	3363	ALBA POSSE	JORGE OSCAR NICOLINI	                         	VERDADERO 	JORGE OSCAR NICOLINI	2005-12-01	2011-12-31	VERDADERO 	N05172	JORGE OSCAR NICOLINI	2006-07-01	2009-12-31	N05319				JORGE OSCAR NICOLINI			10	9	                                        	
POSTA SANIT. 9 DE JULIO - ALBA POSSE	9 DE JULIO	119	010	3363	ALBA POSSE	JORGE OSCAR NICOLINI	                         	VERDADERO 	JORGE OSCAR NICOLINI	2006-07-01	2011-12-31	VERDADERO 	N05172	JORGE OSCAR NICOLINI	2006-07-01	2009-12-31	N05320				JORGE OSCAR NICOLINI			10	9	                                        	
POSTA SANIT. BARRA MACHADO	BARRA MACHADO	119	010	3363	ALBA POSSE	JORGE OSCAR NICOLINI		VERDADERO 	JORGE OSCAR NICOLINI	2006-07-01	2011-12-31	VERDADERO 	N05172	JORGE OSCAR NICOLINI	2006-07-01	2009-12-31	N05321				JORGE OSCAR NICOLINI			10	9	                                        	
CAPS EL SALTIÑO	COLONIA SALTIÑO	119	010	3363	ALBA POSSE	PAULA GUIMARAES		VERDADERO 	PAULA GUIMARAES	2005-12-01	2011-12-31	VERDADERO 	N95728	HÉCTOR PROEZA	2008-03-26	2009-12-31	N05322				PAULA GUIMARAES			10	9	                                        	
PUESTO DE SALUD COLONIA ALBORADA	COLONIA ALBORADA	119	010	3363	ALBA POSSE	DR. HÉCTOR PROEZA		FALSO     				FALSO     					N05323							10	9	                                        	
CAPS EL PROGRESO	EL PROGRESO	119	010	3363	ALBA POSSE	PAULA GUIMARAES	                         	VERDADERO 	PAULA GUIMARAES	2005-12-01	2011-12-31	VERDADERO 	N95728	HÉCTOR PROEZA	2008-03-26	2009-12-31	N05324				PAULA GUIMARAES			10	9	                                        	
POSTA SANIT. KILÓMETRO 9		119	010	3363	ALBA POSSE			FALSO     				FALSO     					N05325							10	9	                                        	
CAPS PJE. PRIMAVERA	PARAJE PRIMAVERA ARISTOBULO DEL VALLE CHICO	119	060	3363	25 DE MAYO	GRACIELA MEDINA	                         	VERDADERO 	GRACIELA BEATRIZ MEDINA	2006-07-01	2011-12-31	VERDADERO 	N03154	GRACIELA MEDINA	2006-07-01	2009-12-31	N05326				GRACIELA BEATRIZ MEDINA			10	9	                                        	
PUESTO S. MAYBAU	PARAJE MAY BAU	119	060	3363	25 DE MAYO	GRACIELA MEDINA	                         	VERDADERO 	GRACIELA BEATRIZ MEDINA	2006-07-01	2011-12-31	VERDADERO 	N03154	GRACIELA MEDINA	2006-07-01	2009-12-31	N05327				GRACIELA BEATRIZ MEDINA			10	7	                                        	
CAPS 1° DE JULIO	1º DE JULIO	119	060	3363	25 DE MAYO	GRACIELA MEDINA	                         	VERDADERO 	GRACIELA BEATRIZ MEDINA	2006-07-01	2011-12-31	VERDADERO 	N03154	GRACIELA MEDINA	2006-07-01	2009-12-31	N05328				GRACIELA BEATRIZ MEDINA			10	9	                                        	
CAPS TORTA QUEMADA	PARAJE TORTA QUEMADA	119	060	3363	25 DE MAYO	GRACIELA MEDINA	                         	VERDADERO 	GRACIELA BEATRIZ MEDINA	2006-07-01	2011-12-31	VERDADERO 	N03154	GRACIELA MEDINA	2006-07-01	2009-12-31	N05329				GRACIELA BEATRIZ MEDINA			10	9	                                        	
PUESTO SALUD COLONIA ABORIGEN		119	060	3363	25 DE MAYO			FALSO     				FALSO     					N05330							10	9	                                        	
CAPS COLONIA ALICIA	RUTA PROV. 221 - KM 4	119	030	3363	COLONIA AURORA	PAULA GUIMARAES		VERDADERO 	PAULA GUIMARAES	2006-07-01	2011-12-31	VERDADERO 	N95728	HÉCTOR PROEZA	2008-03-26	2009-12-31	N05331				PAULA GUIMARAES			10	9	                                        	
CAPS EL SALTITO	SALTITO	119	060	3363	25 DE MAYO	GRACIELA MEDINA	                         	VERDADERO 	GRACIELA BEATRIZ MEDINA	2006-07-01	2011-12-31	VERDADERO 	N03154	GRACIELA MEDINA	2006-07-01	2009-12-31	N05332				GRACIELA BEATRIZ MEDINA			10	9	                                        	
PUESTO S. YBY PORÁ		119	030	3363	COLONIA AURORA			FALSO     				FALSO     					N05334							10	9	                                        	
CAPS VIRGEN APARECIDA	VIRGEN APARECIDA	119	030	3363	COLONIA AURORA	PAULA GUIMARAES		VERDADERO 	PAULA GUIMARAES	2006-07-01	2011-12-31	VERDADERO 	N95728	HÉCTOR PROEZA	2008-03-26	2009-12-31	N05335				PAULA GUIMARAES			10	9	                                        	
CAPS PUEBLO ILLIA	PUEBLO ILLIA	014	030	3364	2 DE MAYO	EDUARDO SÁNCHEZ	                         	VERDADERO 	EDUARDO SÁNCHEZ	2006-07-01	2011-12-31	VERDADERO 	N05174	JULIA DALILA BUHL	2006-07-01	2009-12-31	N05336				EDUARDO SÁNCHEZ			10	9	                                        	
CAPS  KM 1244	KM. 1244	014	030	3364	2 DE MAYO	DRA. MÓNICA CASCO		FALSO     				FALSO     					N05337							10	9	                                        	
CAPS PICADA INDUMAR	PICADA INDUMAR	014	030	3364	2 DE MAYO	DRA. JULIA DALILA BUHL	                         	VERDADERO 	DRA. JULIA DALILA BUHL	2006-07-01	2011-12-31	VERDADERO 	N05174	JULIA DALILA BUHL	2006-07-01	2009-12-31	N05338				DRA. JULIA DALILA BUHL			10	9	                                        	
PUESTO S. SALTO ENCANTADO I	OTTO KRAUSE Y LOS JESUITAS	014	010	3364	ARISTOBULO DEL VALLE	MARÍA SILVIA PATRICIA PANERO	03755-470200             	VERDADERO 	MARÍA SILVIA PATRICIA PANERO	2006-07-01	2011-12-31	VERDADERO 	N05175	MARÍA SILVIA PATRICIA PANERO	2006-07-01	2009-12-31	N05339				MARÍA SILVIA PATRICIA PANERO			10	9	                                        	
CAPS CERRO MORENO	PARAJE CERRO MORENO RUTA PROVINCIAL 220	014	010	3364	ARISTOBULO DEL VALLE	MARÍA SILVIA PATRICIA PANERO	03755-470200             	VERDADERO 	MARÍA SILVIA PATRICIA PANERO	2006-07-01	2011-12-31	VERDADERO 	N05175	MARÍA SILVIA PATRICIA PANERO	2006-07-01	2009-12-31	N05340				MARÍA SILVIA PATRICIA PANERO			10	9	                                        	
POSTA S. ESC. 422		014	010	3364	ARISTOBULO DEL VALLE			FALSO     				FALSO     					N05341							10	9	                                        	
POSTA S. ESC. 319		014	010	3364	ARISTOBULO DEL VALLE			FALSO     				FALSO     					N05342							10	9	                                        	
CAPS PINDAYTI	RUTA PROVINCIAL 11	014	010	3364	ARISTOBULO DEL VALLE	MARÍA SILVIA PATRICIA PANERO	                         	VERDADERO 	MARÍA SILVIA PATRICIA PANERO	2006-07-01	2011-12-31	VERDADERO 	N05175	MARÍA SILVIA PATRICIA PANERO	2006-07-01	2009-12-31	N05343				MARÍA SILVIA PATRICIA PANERO			10	9	                                        	
POSTA SANIT. CAÁ-POTY - CUÑÁ PIRÚ I	RUTA 7	014	010	3364	ARISTOBULO DEL VALLE	ADRIÁN SALDÍAS		VERDADERO 	ADRIÁN SALDÍAS	2006-07-01	2011-12-31	VERDADERO 		DORA RÍOS	2008-07-11	2009-12-31	N05344				ADRIÁN SALDÍAS			10	9	                                        	
CAPS  1° DE MAYO	1º DE MAYO	014	020	3362	CAMPO GRANDE	DRA. MARTA ANA AGUSTINA PICCOLOTTO DE SANCHEZ		VERDADERO 	MARTA ANA AGUSTINA PICCOLOTTO DE SÁNCHEZ	2006-07-01	2011-12-31	VERDADERO 	N95728	HÉCTOR PROEZA	2008-03-26	2009-12-31	N05345				MARTA ANA AGUSTINA PICCOLOTTO DE SÁNCHEZ			10	9	                                        	
CAPS COLONIA FLORIDA	RUTA PROVINCIAL 8 KM 6	014	020	3362	CAMPO GRANDE	DRA. MARTA ANA AGUSTINA PICCOLOTTO DE SANCHEZ	                         	VERDADERO 	MARTA ANA AGUSTINA PICCOLOTTO DE SÁNCHEZ	2006-07-01	2011-12-31	VERDADERO 	N95728	HÉCTOR PROEZA	2008-03-26	2009-12-31	N05346				MARTA ANA AGUSTINA PICCOLOTTO DE SÁNCHEZ			10	9	                                        	
PUESTO DE SALUD CAMPO GRANDE KILÓMETRO 17	KM. 17	014	020	3362	CAMPO GRANDE	DRA. MARTA ANA AGUSTINA PICCOLOTTO DE SANCHEZ		VERDADERO 	MARTA ANA AGUSTINA PICCOLOTTO DE SÁNCHEZ	2006-07-01	2011-12-31	VERDADERO 	N95728	HÉCTOR PROEZA	2008-03-26	2009-12-31	N05347				MARTA ANA AGUSTINA PICCOLOTTO DE SÁNCHEZ			10	9	                                        	
POSTA SANIT. SECCIÓN IX°		014	020	3362	CAMPO GRANDE			FALSO     				FALSO     					N05348							10	9	                                        	
CAPS CACIQUE FRACRAN	RUTA 14 - KM EX 1304 - FRACRAN	056	030	3364	SAN VICENTE	LIZ ELIZABETH CÁCERES	                         	VERDADERO 	LIZ CATHERINE CÁCERES	2006-07-01	2011-12-31	VERDADERO 	N95748	SANDRA BESOLD	2008-09-03	2009-12-31	N05349				LIZ CATHERINE CÁCERES			10	11	                                        	
CAPS KM 1274 MONTE ALTO	RUTA 14 - KM.1274	056	030	3364	SAN VICENTE	LIZ ELIZABETH CÁCERES	                         	VERDADERO 	LIZ CATHERINE CÁCERES	2006-07-01	2011-12-31	VERDADERO 	N95748	SANDRA BESOLD	2008-09-03	2009-12-31	N05350				LIZ CATHERINE CÁCERES			10	11	                                        	
POSTA SANIT. MALTO		056	030	3364	SAN VICENTE			FALSO     				FALSO     					N05351							10	11	                                        	
CAPS RIO VICTORIA - KM 1265	RUTA 14 - KM. 1265	056	030	3364	SAN VICENTE	LIZ ELIZABETH CÁCERES	                         	VERDADERO 	LIZ CATHERINE CÁCERES	2008-09-03	2011-12-31	VERDADERO 	N95748	SANDRA BESOLD	2008-09-03	2009-12-31	N05352				LIZ CATHERINE CÁCERES			10	11	                                        	
CAPS SAN RAMÓN	Bº SAN RAMÓN - RUTA NAC. 14 KM. 1261	056	030	3364	SAN VICENTE	LIZ ELIZABETH CÁCERES	                         	VERDADERO 	LIZ CATHERINE CÁCERES	2006-07-01	2011-12-31	VERDADERO 	N95748	SANDRA BESOLD	2008-09-03	2009-12-31	N05354				LIZ CATHERINE CÁCERES			10	11	                                        	
CAPS PICADA MOLINO -RUTA 13 KILÓMETRO 34	RUTA 13 - KM. 34	056	030	3364	SAN VICENTE	LIZ CATHERINE CÁCERES	                         	VERDADERO 	LIZ ELIZABETH CÁCERES	2006-07-01	2011-12-31	VERDADERO 	N03168	HÉCTOR CRISTIAN BARELLA	2006-07-01	2009-12-31	N05355				LIZ ELIZABETH CÁCERES			10	11	                                        	
CAPS SAN ROQUE		056	030	3364	SAN VICENTE			FALSO     				FALSO     					N05356							10	11	                                        	
PUESTO DE SALUD COLONIA MILAGRO		056	030	3364	SAN VICENTE			FALSO     				FALSO     					N05357							10	11	                                        	
POSTA S. ALDEA FRACRAN KM.1300	KM. 1300	056	010	3364	EL SOBERBIO	AMALIA INÉS BEATRIZ MELNICHUK		VERDADERO 	LIZ ELIZABETH CÁCERES	2006-07-01	2011-12-31	VERDADERO 		DORA RÍOS	2008-07-11	2009-12-31	N05358				LIZ ELIZABETH CÁCERES			10	11	                                        	
CAPS RAYITO SOL - RUTA 13 - KM 25	RUTA 13 - KM. 25	056	010	3364	EL SOBERBIO	LIZ ELIZABETH CÁCERES		VERDADERO 	LIZ ELIZABETH CÁCERES	2006-07-01	2011-12-31	VERDADERO 	N95748	SANDRA BESOLD	2008-09-03	2009-12-31	N05359				LIZ ELIZABETH CÁCERES			10	11	                                        	
POSTA SANIT. ALDEA YEYI	ALDEA YEYI	056	010	3364	EL SOBERBIO	ADRIÁN SALDÍAS		VERDADERO 	ADRIÁN SALDÍAS	2006-12-01	2011-12-31	VERDADERO 		DORA RÍOS	2008-07-11	2009-12-31	N05360				ADRIÁN SALDÍAS			10	11	                                        	
CAPS CRUCE  LONDERO ALICIA	RUTA 221 KM. 20	056	010	3364	EL SOBERBIO	LIZ ELIZABETH CÁCERES		VERDADERO 	LIZ ELIZABETH CÁCERES	2008-09-18	2011-12-31	VERDADERO 	N95748	SANDRA BESOLD	2008-09-03	2009-12-31	N05361				LIZ ELIZABETH CÁCERES			10	11	                                        	
CAPS SAN CAYETANO		056	010	3364	EL SOBERBIO			FALSO     				FALSO     					N05362							10	11	                                        	
CAPS PARAISO	COLONIA PARAISO	056	010	3364	EL SOBERBIO	JORGE ALBERTO BÁEZ	                         	VERDADERO 	JORGE ALBERTO BÁEZ	2006-07-01	2011-12-31	VERDADERO 	N95748	SANDRA BESOLD	2008-09-03	2009-12-31	N05363				JORGE ALBERTO BÁEZ			10	11	                                        	
CAPS KM 18	KM. 18	056	010	3364	EL SOBERBIO	JORGE ALBERTO BÁEZ	                         	VERDADERO 	JORGE ALBERTO BÁEZ	2006-07-01	2011-12-31	VERDADERO 	N95748	SANDRA BESOLD	2008-09-03	2009-12-31	N05364				JORGE ALBERTO BÁEZ			10	11	                                        	
CAPS CHAFARIZ	COLONIA CHAFARIZ	056	010	3364	EL SOBERBIO	JORGE ALBERTO BÁEZ	                         	VERDADERO 	JORGE ALBERTO BÁEZ	2006-07-01	2011-12-31	VERDADERO 	N95748	SANDRA BESOLD	2008-09-03	2009-12-31	N05365				JORGE ALBERTO BÁEZ			10	11	                                        	
CAPS. MONTEAGUDO	COLONIA MONTEAGUDO	056	010	3364	EL SOBERBIO	JORGE ALBERTO BÁEZ	                         	VERDADERO 	JORGE ALBERTO BÁEZ	2006-07-01	2011-12-31	VERDADERO 	N95748	SANDRA BESOLD	2008-09-03	2009-12-31	N05366				JORGE ALBERTO BÁEZ			10	11	                                        	
HOSPITAL DE PUERTO LIBERTAD - NIVEL I	AV. JUAN DOMINGO PERON S/N	063	020	3374	LIBERTAD	DR LOPEZ JOSE MARIA	03757-496055             	VERDADERO 	JOSE MARIA LÓPEZ	2005-11-01	2011-12-31	FALSO     					N05367				JOSE MARIA LÓPEZ			10	10	                                        	
HOSPITAL NIVEL I DE PUERTO ESPERANZA	AV. 20 DE JUNIO Y NICARAGUA	063	010	3378	PUERTO ESPERANZA	FABIO VERA	03757-480197             	VERDADERO 	FABIO VERA	2005-11-01	2011-12-31	FALSO     					N05368				FABIO VERA			10	10	                                        	
C.E.P. OLEAGINOSA	Bº OLEAGINOSA KM 18	042	020	3380	ELDORADO	CRISTIAN GARDES	                         	VERDADERO 	CRISTIAN GARDES	2006-07-01	2011-12-31	VERDADERO 	N95613	FABIO MARTINEZ	2008-03-26	2009-12-31	N05370				CRISTIAN GARDES			10	10	                                        	
CAPS FLORIDA	CALLE SAAVEDRA LLAMAS 52	042	020	3380	ELDORADO	KARINA BENÍTEZ	                         	VERDADERO 	KARINA BENÍTEZ	2006-07-01	2011-12-31	VERDADERO 	N95613	FABIO MARTINEZ	2008-03-26	2009-12-31	N05371				KARINA BENÍTEZ			10	10	                                        	
CAPS VALLE HERMOSO - KONOPACKI	VALLE HERMOSO	042	020	3380	ELDORADO	DR. JULIO VÍCTOR GALARZA		FALSO     				FALSO     					N05372							10	10	                                        	
CAPS IBERIA	SAN PEDRO S/N BARRIO IBERIA	042	020	3380	ELDORADO	AMALIA COLOMBO	03751-433214             	VERDADERO 	AMALIA COLOMBO	2006-07-01	2011-12-31	VERDADERO 	N95613	FABIO MARTINEZ	2008-03-26	2009-12-31	N05373				AMALIA COLOMBO			10	10	                                        	
CAPS ROULET	URQUIZA BARRIO ROULET	042	020	3380	ELDORADO	MARTA NILDA PADULA	                         	VERDADERO 	MARTA NILDA PADULA	2006-07-01	2011-12-31	VERDADERO 	N95613	FABIO MARTINEZ	2008-03-26	2009-12-31	N05374				MARTA NILDA PADULA			10	10	                                        	
